day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes,Region
18,6,2013,35.4,56.4,16.9,0.0,91.9,26.2,93.1,9.0,26.9,10.3,fire,0
10,9,2013,36.1,68.3,14.9,0.0,88.6,28.4,98.8,7.7,28.9,9.7,not fire,1
18,9,2013,33.3,72.6,17.2,0.0,82.8,23.6,82.6,5.3,24.0,7.3,not fire,0
30,6,2013,36.9,57.1,19.5,1.0,90.0,30.1,98.2,9.0,29.8,10.8,not fire,0
9,7,2012,26.2,78.9,16.2,0.5,72.9,8.3,55.8,1.7,11.7,3.0,not fire,0
19,9,2013,28.6,70.4,13.7,0.0,82.0,12.1,49.4,5.0,13.2,5.4,not fire,1
6,9,2013,36.3,61.1,19.9,0.2,82.7,21.8,90.8,7.7,24.0,9.0,not fire,0
9,6,2013,36.8,56.3,17.1,0.0,90.4,25.5,104.2,8.7,27.8,10.2,fire,0
19,7,2013,36.7,47.1,20.4,0.0,92.1,26.8,82.6,8.8,26.0,10.1,fire,1
29,7,2012,31.1,64.3,17.9,0.0,83.5,12.2,55.9,6.4,14.1,6.6,not fire,0
21,9,2013,33.1,56.0,13.7,0.0,90.7,24.7,91.2,5.8,25.8,8.0,not fire,0
25,8,2012,33.4,66.1,9.5,1.0,82.2,21.4,77.0,4.3,22.1,6.4,not fire,1
11,6,2012,30.4,70.6,17.5,0.0,79.9,12.1,71.4,4.8,15.8,5.7,not fire,0
16,9,2013,37.4,59.0,16.1,0.0,89.1,29.5,118.6,7.1,31.9,9.8,not fire,1
7,9,2012,34.1,61.7,14.5,0.0,87.9,18.5,71.8,3.3,19.7,5.3,not fire,0
5,9,2013,29.9,63.4,16.4,0.0,79.9,8.7,56.7,4.5,12.0,4.9,not fire,0
11,6,2013,37.4,54.2,16.3,0.0,89.2,28.7,114.3,8.2,30.9,10.4,fire,0
14,7,2013,26.1,53.7,12.9,0.0,87.6,18.0,60.7,7.4,18.1,7.9,not fire,0
1,7,2012,30.4,71.9,15.4,0.0,72.8,13.7,62.1,2.8,15.6,4.3,not fire,0
15,7,2012,32.4,50.7,15.1,10.0,70.4,23.3,77.3,2.0,23.2,4.9,not fire,1
28,9,2013,30.5,74.5,12.6,0.0,80.0,12.4,57.1,2.0,14.3,3.6,not fire,0
22,9,2012,28.1,60.6,16.0,0.0,80.4,23.9,88.2,4.8,24.9,7.1,not fire,0
31,6,2012,33.4,66.0,16.1,0.0,92.0,25.6,93.4,9.1,26.6,10.4,not fire,0
20,9,2012,35.7,50.7,12.0,0.2,94.9,27.6,90.5,6.6,27.4,8.7,fire,0
12,8,2012,24.7,75.9,17.7,0.0,70.8,5.3,39.8,3.5,7.9,3.6,not fire,1
22,9,2013,28.7,61.7,11.6,0.0,84.3,22.1,93.8,6.1,24.5,7.9,not fire,0
16,7,2013,34.8,55.4,18.4,0.0,91.1,26.1,83.6,9.5,25.7,10.5,fire,1
8,6,2012,28.7,79.7,18.3,0.0,74.6,15.0,53.9,4.0,15.5,5.1,not fire,1
10,9,2012,39.1,59.6,15.4,0.5,83.5,33.1,116.9,6.2,33.9,9.5,not fire,0
4,6,2012,29.6,62.4,15.6,0.0,83.9,13.9,56.9,4.8,15.2,5.6,not fire,0
28,9,2012,35.8,53.0,16.8,0.0,90.0,25.1,86.0,7.2,25.4,8.9,not fire,1
18,7,2013,28.6,90.0,18.7,1.0,80.1,10.7,34.7,5.1,10.6,5.2,not fire,1
3,7,2013,32.3,56.2,16.3,0.0,81.9,18.5,64.6,4.6,18.8,6.1,not fire,0
26,7,2013,32.8,68.4,22.0,2.0,81.1,27.6,110.8,5.8,29.9,8.5,not fire,0
13,9,2012,28.6,66.2,11.8,0.0,74.3,9.6,42.7,5.4,10.9,5.4,not fire,1
15,9,2013,38.3,77.8,16.4,0.0,85.1,26.7,107.4,6.1,28.9,8.6,not fire,1
7,8,2012,31.7,74.4,18.6,0.0,80.9,21.5,83.9,5.7,23.0,7.5,not fire,1
3,7,2012,35.5,60.5,19.7,0.0,88.4,28.9,120.2,6.1,31.7,9.0,not fire,1
23,7,2012,30.2,73.8,14.6,0.0,76.0,14.7,56.7,4.5,15.6,5.5,not fire,0
13,7,2013,30.1,64.9,11.3,0.0,84.4,9.6,30.3,3.3,9.4,3.7,not fire,1
16,7,2012,24.7,76.7,13.7,0.0,69.8,11.8,56.2,3.2,13.8,4.3,not fire,1
17,7,2013,33.8,57.3,18.8,0.0,82.6,17.0,64.3,6.5,17.9,7.2,not fire,0
16,8,2013,27.6,63.0,18.9,0.2,82.2,4.6,49.4,6.4,8.7,5.8,not fire,0
18,6,2012,34.6,70.3,15.3,0.0,87.0,29.6,103.9,7.3,30.2,9.7,not fire,1
22,6,2013,35.9,66.3,15.8,0.0,86.1,24.8,84.3,6.0,25.0,8.0,not fire,0
25,9,2012,27.4,75.1,18.9,0.0,77.7,11.0,56.5,3.4,13.4,4.4,not fire,0
9,8,2013,31.5,73.4,16.1,0.0,82.5,11.7,56.5,5.5,13.8,5.9,not fire,1
28,9,2012,31.6,72.3,17.0,0.0,79.8,17.0,70.1,4.8,18.6,6.2,not fire,1
15,8,2012,26.5,86.5,16.2,0.0,71.2,6.1,55.6,3.2,10.3,3.8,not fire,1
5,8,2013,32.8,44.4,15.7,2.0,85.0,23.0,78.6,5.9,23.2,7.6,not fire,0
25,7,2013,30.1,63.8,14.5,0.2,85.9,9.8,48.7,5.8,11.7,5.8,not fire,1
22,9,2013,29.1,66.6,14.0,0.0,83.2,6.3,43.0,4.9,9.0,4.8,not fire,0
31,9,2012,34.1,63.2,16.4,0.0,90.0,29.2,107.8,8.8,30.5,10.7,not fire,1
23,8,2012,30.1,83.2,11.8,10.0,52.0,12.5,74.2,0.0,16.4,2.5,not fire,0
5,6,2013,28.9,76.4,18.8,0.0,76.0,14.2,69.7,5.2,16.9,6.2,not fire,0
1,8,2013,33.5,55.3,12.0,0.2,85.3,24.9,96.1,5.3,26.5,7.7,not fire,1
24,8,2013,33.4,76.8,13.7,0.0,78.8,13.9,61.7,4.2,15.7,5.3,not fire,1
4,9,2012,33.2,79.9,15.8,0.0,76.7,22.5,84.5,4.2,23.6,6.5,not fire,1
8,6,2012,31.4,85.5,19.0,2.0,68.7,19.6,83.2,2.0,21.7,4.6,not fire,1
1,6,2012,23.9,71.3,15.6,0.0,79.7,6.8,29.5,5.0,7.6,4.6,not fire,0
1,8,2013,35.8,57.1,15.3,1.0,88.3,33.6,119.0,7.3,34.5,10.3,not fire,0
2,6,2013,29.0,64.6,13.4,0.0,83.6,11.3,62.0,6.5,14.2,6.7,not fire,0
9,6,2012,32.2,39.1,16.1,0.0,91.9,20.1,71.3,9.0,20.6,9.4,fire,0
20,9,2013,32.7,64.6,11.9,0.0,91.3,13.9,45.3,8.4,13.7,7.9,not fire,1
6,7,2013,28.0,68.6,15.8,0.0,80.3,12.8,54.1,5.1,14.2,5.7,not fire,1
28,8,2013,26.6,75.3,14.1,0.0,78.1,5.6,44.0,4.5,8.7,4.4,not fire,0
21,6,2013,30.3,66.3,21.6,0.0,83.3,18.9,63.1,7.7,18.9,8.2,not fire,0
8,9,2012,31.6,54.1,13.2,0.2,85.5,26.5,109.3,6.6,29.0,9.0,not fire,0
18,7,2012,34.8,63.5,20.5,0.0,87.2,18.1,80.5,6.7,20.5,7.8,not fire,0
8,7,2012,25.3,54.1,15.3,0.0,86.9,9.9,41.5,7.6,10.9,7.0,not fire,1
7,7,2012,27.8,59.4,13.4,0.0,83.0,14.2,56.4,5.0,15.3,5.8,not fire,1
2,9,2012,32.0,48.0,15.6,0.0,87.4,18.2,68.0,5.3,19.1,6.6,not fire,0
30,9,2013,32.7,47.8,16.4,0.0,96.0,22.5,73.6,10.3,22.3,10.5,fire,0
21,8,2012,30.5,76.7,15.8,0.0,86.6,21.2,78.4,5.1,22.1,6.9,not fire,0
29,9,2013,30.6,55.7,16.6,1.0,80.9,13.9,60.8,3.0,15.6,4.5,not fire,0
9,7,2012,29.4,51.2,22.0,2.0,81.9,14.6,57.7,7.1,15.7,7.3,not fire,1
17,8,2012,32.1,57.7,17.0,0.0,84.7,22.1,80.9,7.6,22.9,8.8,not fire,1
30,9,2013,36.1,78.7,14.1,0.0,84.0,19.4,77.0,5.6,20.9,7.0,not fire,0
10,9,2012,36.6,49.0,14.8,0.0,86.5,24.3,106.4,8.0,27.4,9.7,fire,1
29,7,2012,23.8,78.6,17.0,10.0,56.0,0.7,32.9,0.2,4.4,0.8,not fire,0
31,8,2013,31.4,66.3,12.1,10.0,68.2,11.4,52.9,2.9,13.2,4.0,not fire,1
5,9,2012,27.9,60.7,16.8,0.0,83.5,10.7,57.0,7.4,13.2,7.1,not fire,1
7,6,2013,33.0,46.4,12.9,5.0,83.0,20.7,81.9,5.3,22.2,7.1,not fire,1
9,7,2013,34.3,57.2,11.2,0.0,86.5,30.4,119.2,6.3,32.6,9.3,not fire,1
7,8,2013,34.1,46.8,15.5,0.0,91.4,24.5,100.6,8.2,26.8,9.7,fire,1
23,8,2013,37.0,62.7,14.7,0.0,88.6,32.6,122.3,5.7,34.2,9.1,not fire,0
16,7,2012,32.4,59.1,16.7,0.2,88.6,21.3,82.2,6.0,22.6,7.6,not fire,0
12,7,2013,34.4,53.9,17.6,0.2,89.3,28.0,115.8,6.9,30.7,9.5,not fire,1
13,8,2013,28.3,72.2,14.5,2.0,76.2,14.6,54.7,2.7,15.3,4.2,not fire,0
27,7,2012,28.0,79.1,15.9,0.0,79.4,12.7,55.1,3.6,14.2,4.7,not fire,0
25,7,2013,36.1,45.6,17.3,2.0,87.5,37.2,143.4,7.8,39.5,11.4,not fire,1
3,7,2012,26.8,66.7,19.8,0.0,79.3,9.5,73.7,5.7,14.5,6.1,not fire,0
16,8,2012,25.2,69.8,10.5,0.0,74.6,0.7,22.1,3.8,3.1,3.1,not fire,1
25,8,2013,31.8,50.8,16.0,0.2,84.4,16.9,75.3,7.1,19.2,7.8,not fire,0
23,8,2013,34.5,64.4,13.9,0.0,87.0,24.2,89.1,6.9,25.2,8.6,not fire,0
9,9,2013,32.2,67.8,12.3,0.0,86.0,21.2,96.5,4.8,24.3,7.0,not fire,1
9,6,2012,24.4,86.7,18.6,0.0,69.4,0.7,36.3,2.8,4.8,2.7,not fire,0
29,9,2013,33.7,56.3,9.7,0.0,91.6,20.3,84.0,7.4,22.3,8.5,not fire,1
11,6,2013,31.5,58.3,21.3,0.0,83.9,19.3,89.9,7.0,22.4,8.2,not fire,1
31,8,2012,30.8,56.1,15.6,0.0,87.8,16.9,79.9,5.5,19.7,6.8,not fire,1
6,9,2013,26.1,64.8,17.5,0.0,83.2,8.1,58.2,5.3,11.9,5.5,not fire,1
1,7,2012,30.9,65.2,17.7,0.0,81.6,19.4,69.4,4.8,20.0,6.3,not fire,1
4,8,2012,31.4,52.0,16.0,0.5,90.5,17.9,69.4,6.4,19.1,7.3,not fire,0
9,9,2013,40.4,37.4,14.4,0.0,96.0,35.7,122.4,7.4,36.1,10.6,fire,1
17,7,2012,35.9,73.1,17.9,0.0,88.4,21.9,81.8,7.8,23.0,8.9,not fire,1
2,7,2013,34.3,60.4,16.6,0.2,84.9,21.0,89.9,7.2,23.4,8.6,not fire,0
25,8,2012,37.7,58.8,13.4,0.5,86.1,31.9,96.9,4.1,30.8,7.5,not fire,1
4,7,2013,26.0,69.3,19.8,0.0,80.9,8.5,33.6,3.3,9.1,3.6,not fire,0
5,8,2012,30.7,64.2,13.3,0.5,83.0,15.7,83.1,6.2,19.4,7.2,not fire,0
18,8,2012,31.4,59.0,16.8,0.0,83.7,21.8,76.2,6.8,22.2,8.1,not fire,0
5,8,2013,29.7,52.9,13.9,0.0,85.7,22.5,78.2,6.2,22.9,7.8,not fire,1
2,6,2013,36.6,57.5,14.1,0.0,92.2,26.3,106.4,6.0,28.6,8.5,not fire,0
2,7,2012,34.6,65.8,16.2,0.0,85.5,24.7,113.8,6.1,28.5,8.5,not fire,1
27,9,2013,30.4,74.0,19.2,0.0,77.8,13.2,55.7,4.8,14.6,5.5,not fire,1
22,7,2012,30.1,64.9,18.6,0.0,89.4,12.7,70.9,7.0,16.1,7.3,not fire,1
30,8,2012,37.3,54.8,13.9,0.0,88.1,27.9,111.1,7.3,30.1,9.6,not fire,0
8,8,2012,24.0,76.0,17.7,0.0,71.6,0.7,7.8,3.5,1.4,2.7,not fire,1
8,8,2013,32.8,68.0,18.6,0.0,87.8,19.2,68.0,5.7,19.7,6.9,not fire,0
14,6,2012,27.7,78.1,14.7,0.0,74.5,11.1,41.9,4.3,11.7,4.7,not fire,1
20,7,2012,39.5,49.9,14.8,1.0,94.3,37.3,134.9,7.6,38.6,11.1,fire,1
10,8,2012,29.0,87.1,13.5,0.0,70.6,4.5,31.7,1.8,6.5,2.2,not fire,0
3,9,2012,33.3,60.9,12.9,0.0,82.2,30.6,102.0,4.8,30.6,8.0,not fire,1
12,9,2012,31.0,68.7,19.3,0.0,84.5,21.1,93.3,6.8,23.9,8.4,not fire,1
22,8,2012,33.4,51.6,12.9,0.0,89.4,22.8,79.1,7.8,23.2,9.0,not fire,1
1,6,2013,33.0,75.0,15.5,2.0,80.4,19.9,89.1,4.7,22.6,6.7,not fire,0
24,6,2012,33.7,76.5,17.1,0.2,80.7,15.5,71.5,4.2,17.9,5.6,not fire,0
7,6,2013,29.3,57.2,15.2,0.0,88.4,11.8,55.3,6.9,13.7,6.9,not fire,0
16,6,2013,32.8,48.9,12.6,0.0,92.0,31.1,122.3,7.3,33.3,10.1,fire,1
16,9,2013,32.0,57.7,13.1,0.2,84.8,22.5,77.5,5.8,22.8,7.5,not fire,1
29,6,2012,24.4,86.2,15.5,0.0,68.7,0.7,29.1,2.3,3.9,2.2,not fire,0
24,9,2012,28.1,61.5,13.4,0.0,80.2,10.9,48.4,5.3,12.3,5.6,not fire,0
25,8,2013,34.4,44.1,14.0,0.0,95.1,28.6,101.6,6.9,29.4,9.2,fire,1
31,6,2012,32.0,62.9,12.7,0.0,80.7,22.2,83.2,4.5,23.3,6.6,not fire,0
1,7,2012,30.7,59.5,13.7,0.5,79.2,15.5,55.9,4.6,16.0,5.6,not fire,0
18,7,2013,31.1,62.1,13.3,2.0,78.7,18.7,80.3,2.9,20.8,5.1,not fire,1
29,6,2013,30.9,57.0,17.7,0.0,82.0,20.3,62.7,7.0,19.7,7.8,not fire,0
6,6,2013,31.2,68.8,14.3,0.0,81.7,15.2,75.3,5.5,18.2,6.6,not fire,0
22,8,2012,37.6,56.5,20.0,0.0,91.8,26.9,103.5,7.6,28.6,9.6,fire,1
1,8,2012,32.8,79.3,14.0,0.0,78.2,15.7,77.6,4.5,18.7,5.9,not fire,0
25,7,2012,35.6,34.6,12.7,0.0,96.0,34.3,120.9,7.5,35.1,10.5,fire,0
8,9,2013,36.6,68.6,13.0,0.0,88.0,26.1,91.0,6.8,26.6,8.7,not fire,0
2,9,2013,33.7,45.0,13.2,0.0,93.3,20.2,85.6,7.1,22.4,8.3,fire,0
7,9,2012,28.3,77.2,14.0,1.0,78.4,8.5,57.0,6.0,12.0,6.0,not fire,0
2,8,2013,25.2,79.8,11.9,0.0,76.4,5.5,43.8,1.4,8.6,2.2,not fire,1
24,7,2012,31.1,71.9,13.6,0.0,79.8,19.4,93.5,4.6,22.9,6.7,not fire,0
26,9,2012,35.8,39.9,14.3,0.0,96.0,32.3,107.2,8.8,32.3,11.0,fire,0
23,6,2012,29.2,85.9,16.6,0.0,76.3,12.8,76.3,4.2,16.8,5.5,not fire,0
4,6,2013,30.2,72.2,15.0,0.0,80.7,14.4,61.6,5.2,16.0,6.0,not fire,0
31,9,2013,38.2,56.7,14.3,0.0,90.9,27.4,101.0,6.2,28.6,8.6,not fire,1
10,9,2012,35.8,56.4,16.7,0.0,89.6,26.9,105.8,7.4,28.8,9.5,not fire,1
18,8,2013,32.7,66.1,14.7,0.0,81.2,25.8,93.8,7.0,26.7,8.9,not fire,1
23,9,2013,34.6,46.5,17.1,0.0,93.4,31.9,105.1,7.5,31.7,10.0,fire,0
6,7,2012,37.8,60.8,13.7,0.0,88.8,31.4,121.3,6.1,33.4,9.3,not fire,0
10,8,2012,30.7,62.2,15.3,0.0,84.8,18.1,62.5,6.1,18.3,7.0,not fire,1
14,8,2012,30.6,71.3,15.9,0.0,78.0,9.6,55.7,3.9,12.4,4.6,not fire,0
9,6,2013,27.1,74.7,14.8,0.0,77.3,6.7,40.3,3.0,8.9,3.4,not fire,0
9,8,2012,36.3,75.7,14.8,0.0,80.1,27.8,102.9,3.1,29.0,6.6,not fire,0
20,7,2012,35.7,62.6,13.4,0.0,91.4,28.4,104.9,7.5,29.6,9.7,not fire,1
15,6,2012,35.1,41.8,11.8,0.0,89.9,33.5,110.6,7.9,33.4,10.5,fire,0
19,6,2012,29.1,78.1,18.7,0.0,72.0,6.8,33.4,3.4,8.1,3.6,not fire,0
5,7,2013,34.9,39.4,15.1,0.0,96.0,28.1,95.9,8.9,28.4,10.5,fire,1
30,9,2012,35.5,67.6,18.2,0.0,89.7,26.8,93.2,8.1,27.3,9.7,not fire,1
2,7,2012,29.4,74.2,17.5,0.0,75.4,17.4,61.6,3.6,17.8,5.2,not fire,0
7,8,2013,31.1,68.4,16.3,0.5,81.6,8.8,33.0,6.5,9.2,5.9,not fire,0
26,8,2012,30.0,71.5,18.7,0.0,78.8,16.0,75.3,5.8,18.6,6.8,not fire,1
5,6,2012,32.4,69.0,14.7,0.2,79.6,17.2,54.9,3.7,16.9,5.2,not fire,1
18,6,2012,29.5,72.3,15.4,0.0,79.1,17.2,71.9,2.8,19.0,4.8,not fire,1
30,9,2013,29.8,61.5,14.8,0.2,87.2,12.5,55.9,7.1,14.2,7.1,not fire,0
11,7,2013,28.2,53.5,14.8,0.2,84.7,13.1,61.7,4.9,15.3,5.7,not fire,1
12,7,2012,31.3,81.2,15.9,0.0,75.9,10.2,61.9,5.6,13.5,6.0,not fire,0
10,8,2013,27.6,68.6,16.7,0.0,78.8,16.6,61.0,5.4,17.3,6.4,not fire,0
19,9,2012,30.6,71.1,11.6,0.0,78.6,11.4,38.1,5.2,11.4,5.4,not fire,1
18,6,2013,37.2,49.5,15.5,0.0,95.8,35.3,127.2,10.1,36.5,12.6,fire,0
18,6,2012,30.4,74.3,21.5,2.0,76.8,15.3,59.0,3.9,16.3,5.2,not fire,1
7,9,2013,30.7,72.9,12.4,0.0,79.9,13.6,72.6,4.4,16.9,5.6,not fire,1
5,8,2012,40.6,52.3,17.1,0.0,96.0,41.8,130.0,8.0,40.7,11.7,fire,1
7,8,2013,34.7,84.5,16.9,0.0,81.8,21.2,82.0,5.8,22.5,7.4,not fire,0
19,8,2012,36.0,54.9,17.0,0.0,95.3,24.8,94.5,7.7,26.2,9.3,fire,1
20,8,2012,33.8,61.7,17.3,2.0,77.7,27.9,115.2,4.5,30.5,7.7,not fire,0
16,7,2012,27.3,68.2,19.0,0.0,79.8,13.6,62.0,6.1,15.6,6.6,not fire,0
18,8,2013,27.1,74.1,9.3,0.0,71.9,10.8,36.7,1.6,10.9,2.7,not fire,0
13,8,2013,26.5,59.6,13.2,0.0,81.9,12.0,62.9,5.0,14.8,5.7,not fire,0
16,8,2013,32.9,53.9,16.6,0.0,90.1,12.6,51.6,6.2,13.8,6.4,not fire,0
10,6,2013,25.4,84.8,15.7,0.0,72.9,0.7,27.3,3.3,3.7,2.9,not fire,1
15,8,2013,27.1,70.8,16.7,1.0,74.3,8.7,41.3,3.0,10.2,3.7,not fire,1
11,7,2012,30.5,66.2,12.4,0.0,84.2,10.5,50.8,4.5,12.4,5.0,not fire,0
27,6,2012,37.2,68.5,16.3,0.0,93.6,23.4,100.5,7.7,26.1,9.3,not fire,1
3,9,2013,29.5,54.4,16.9,0.0,89.0,15.7,42.6,6.4,14.5,6.6,not fire,0
12,9,2012,27.9,63.2,19.9,0.0,83.5,14.9,57.7,5.7,15.9,6.4,not fire,1
19,9,2013,30.4,69.3,13.2,0.5,79.2,8.1,38.0,3.0,9.5,3.5,not fire,1
10,8,2012,36.8,51.8,16.3,0.5,90.7,31.6,117.5,7.5,33.0,10.2,fire,0
25,6,2012,27.6,66.1,16.6,0.0,81.8,9.5,49.6,6.1,11.7,6.0,not fire,0
8,8,2012,28.1,72.9,14.3,0.0,84.1,12.1,67.3,5.8,15.4,6.4,not fire,1
2,8,2013,37.8,52.7,19.1,0.0,96.0,34.7,124.8,10.9,35.8,13.0,fire,1
16,9,2012,33.3,57.2,16.3,0.0,88.2,21.6,77.3,8.2,22.2,9.1,not fire,1
11,8,2013,32.2,71.9,20.1,0.0,79.9,13.4,56.2,5.1,14.8,5.8,not fire,1
24,7,2012,28.4,58.1,15.2,0.0,79.5,15.4,53.3,3.9,15.6,5.0,not fire,1
10,7,2013,37.0,61.8,13.4,0.2,85.0,32.8,117.7,6.5,33.8,9.6,not fire,1
4,7,2012,35.0,63.3,12.4,0.0,85.3,24.0,106.1,5.7,27.1,8.1,not fire,0
9,9,2013,37.0,52.5,17.1,0.0,90.7,27.5,96.0,8.4,28.0,10.1,fire,0
15,7,2013,31.2,76.3,16.0,0.0,80.5,21.2,76.5,3.8,21.9,6.0,not fire,1
8,6,2013,31.9,67.9,13.7,0.0,85.6,23.0,69.3,5.1,22.1,6.9,not fire,1
9,9,2013,34.3,70.1,10.8,0.0,87.7,20.2,83.2,6.5,22.1,7.9,not fire,1
25,8,2012,31.7,54.6,16.9,0.0,90.0,13.5,62.4,6.3,15.6,6.8,not fire,0
17,9,2013,30.2,67.9,13.3,0.0,81.5,11.3,43.8,4.6,12.0,5.1,not fire,0
22,7,2012,30.2,67.6,14.1,0.0,85.8,15.9,57.4,5.6,16.4,6.4,not fire,0
8,7,2013,36.5,57.0,15.8,0.0,95.6,31.3,89.6,10.6,29.5,11.9,fire,0
17,7,2013,32.2,69.3,18.1,2.0,76.6,18.1,77.3,3.9,20.1,5.8,not fire,0
15,9,2013,33.9,57.2,16.6,0.0,89.6,20.1,82.3,6.8,21.9,8.0,not fire,0
3,7,2012,28.5,61.2,15.0,0.2,84.4,13.3,56.1,4.1,14.7,5.0,not fire,1
16,6,2012,35.2,56.3,16.4,0.0,88.0,25.0,86.8,7.9,25.4,9.3,not fire,1
24,8,2013,31.1,65.1,14.0,0.0,85.0,10.7,54.7,7.2,13.0,7.0,not fire,0
19,9,2013,30.8,54.0,16.7,10.0,67.7,20.0,94.9,1.1,23.4,4.3,not fire,1
28,7,2012,35.2,69.3,14.0,0.5,79.9,28.9,119.5,6.4,31.7,9.2,not fire,1
2,6,2012,31.0,67.5,18.4,0.0,77.2,20.9,81.8,4.1,22.3,6.2,not fire,1
27,9,2012,32.2,62.5,14.0,0.0,86.3,19.2,82.8,7.2,21.5,8.3,not fire,1
10,8,2012,30.1,82.1,15.1,0.2,76.1,6.9,50.5,3.6,10.2,4.1,not fire,1
14,7,2012,27.6,70.0,18.2,0.0,78.8,8.8,32.9,4.8,9.3,4.8,not fire,1
19,8,2013,33.3,59.9,16.1,5.0,75.1,21.8,89.4,3.2,23.8,5.8,not fire,0
14,8,2012,30.3,79.4,16.9,0.0,80.9,15.6,70.4,7.2,17.8,7.7,not fire,0
22,9,2013,25.5,70.4,17.1,2.0,76.1,8.1,34.2,4.4,9.0,4.5,not fire,0
19,8,2013,31.2,58.3,18.4,2.0,80.6,21.6,90.5,5.1,23.8,7.1,not fire,1
17,6,2012,40.9,34.6,14.9,0.0,96.0,47.6,167.5,8.0,48.7,12.9,fire,0
23,8,2013,33.5,59.5,17.9,1.0,84.8,26.6,106.2,6.2,28.7,8.7,not fire,1
20,8,2012,33.6,73.2,14.6,5.0,70.8,18.1,71.4,3.4,19.4,5.3,not fire,1
22,7,2012,35.2,54.1,15.4,0.2,92.8,24.5,99.1,9.1,26.6,10.4,fire,0
10,9,2013,25.1,66.6,15.4,0.5,80.8,6.5,42.9,8.2,9.0,7.1,not fire,0
27,8,2012,36.7,57.4,13.5,0.0,90.9,31.9,117.9,6.2,33.3,9.3,not fire,1
30,7,2013,22.1,73.9,14.6,10.0,53.5,0.7,22.7,0.0,3.1,0.5,not fire,0
12,9,2013,39.1,52.7,15.0,5.0,81.9,30.1,115.3,6.0,31.9,9.0,not fire,0
12,6,2013,25.4,76.7,13.7,2.0,70.6,11.0,60.5,3.4,13.9,4.5,not fire,0
4,7,2012,36.3,55.6,16.9,0.0,95.2,28.6,127.6,8.5,32.5,10.8,fire,1
19,7,2012,30.5,58.1,17.1,0.0,81.3,16.2,61.7,5.4,17.1,6.3,not fire,1
18,9,2012,31.2,54.6,17.6,0.0,88.3,17.0,75.6,6.7,19.2,7.6,not fire,0
19,9,2012,34.5,40.4,14.7,0.0,96.0,22.1,80.9,8.9,23.0,9.6,fire,0
22,6,2013,33.2,68.5,15.2,0.0,81.0,16.2,69.5,5.6,18.1,6.6,not fire,0
20,8,2012,29.0,81.6,14.7,0.0,75.4,8.8,45.5,3.7,10.7,4.2,not fire,1
24,7,2012,33.3,41.8,17.8,0.2,86.4,30.8,111.2,7.2,31.8,9.8,fire,1
6,6,2013,33.7,72.2,13.2,0.0,87.5,23.2,79.4,6.2,23.5,7.8,not fire,0
25,7,2013,33.4,57.8,10.4,0.0,87.7,21.7,78.3,5.6,22.4,7.3,not fire,0
16,7,2013,31.2,67.1,15.9,0.0,79.3,16.7,74.5,5.6,18.9,6.8,not fire,1
26,6,2012,33.0,64.9,13.0,0.0,82.4,26.7,84.5,6.3,26.2,8.3,not fire,1
28,9,2012,32.6,69.5,18.9,0.0,84.1,19.9,71.4,7.9,20.5,8.6,not fire,1
15,6,2012,34.5,47.9,17.1,0.0,92.5,22.7,77.5,7.5,22.9,8.7,fire,1
10,8,2013,33.3,48.9,10.9,0.0,88.5,26.8,108.4,7.7,29.1,9.7,not fire,1
11,7,2012,29.8,60.7,13.3,0.0,81.8,8.4,56.9,4.9,11.9,5.2,not fire,0
15,6,2013,30.1,51.0,19.7,0.0,88.0,15.3,53.0,6.2,15.6,6.7,not fire,1
23,9,2013,26.4,90.0,15.6,0.0,72.2,12.0,69.3,2.7,15.5,4.2,not fire,1
18,7,2013,39.2,63.7,15.9,0.0,91.1,30.4,126.6,7.0,33.4,9.9,not fire,1
12,9,2013,32.3,68.9,11.4,0.0,83.3,24.9,112.5,5.1,28.4,7.8,not fire,0
25,7,2013,31.2,72.8,14.6,0.0,81.2,17.2,85.4,5.9,20.6,7.2,not fire,0
18,9,2013,29.6,55.2,16.5,1.0,86.5,20.3,74.2,7.4,21.1,8.3,not fire,1
12,6,2013,38.3,48.1,13.4,0.2,95.8,36.4,141.9,8.0,38.8,11.4,fire,0
6,7,2012,29.5,80.9,17.6,0.0,76.4,18.7,67.9,3.8,19.4,5.6,not fire,1
3,9,2012,28.8,76.1,18.3,0.0,76.5,13.2,70.1,3.6,16.4,5.0,not fire,1
29,7,2013,30.8,60.5,13.8,0.0,81.7,18.6,68.0,5.7,19.3,6.9,not fire,1
12,7,2012,28.8,80.1,14.3,0.0,76.7,10.6,39.9,3.6,11.1,4.2,not fire,1
8,9,2013,28.1,72.1,15.7,0.0,79.9,18.5,68.0,4.8,19.2,6.3,not fire,1
30,8,2012,38.1,40.1,9.8,0.0,96.0,29.1,109.1,7.0,30.6,9.5,fire,1
24,6,2013,24.5,65.0,16.4,0.0,79.5,7.9,44.2,2.8,10.0,3.5,not fire,1
2,6,2012,25.9,75.8,17.4,0.2,73.4,14.4,61.7,3.4,16.1,4.8,not fire,1
23,9,2013,36.6,63.1,18.1,0.0,86.5,26.9,100.7,6.6,28.2,8.9,not fire,1
31,9,2013,34.5,59.9,17.9,0.0,84.0,20.4,77.4,6.6,21.5,7.8,not fire,0
